SNP1,SNP2,SNP3,SNP4,SNP5,SNP6,SNP7,SNP8,SNP9,SNP10,SNP11,SNP12,SNP13,SNP14,SNP15,SNP16,SNP17,SNP18,SNP19,SNP20,SNP21,SNP22,SNP23,SNP24,SNP25,SNP26,SNP27,SNP28,SNP29,SNP30,SNP31,SNP32,SNP33,SNP34,SNP35,SNP36,SNP37,SNP38,SNP39,SNP40,SNP41,SNP42,SNP43,SNP44,SNP45,SNP46,SNP47,SNP48,SNP49,SNP50,SNP51,SNP52,SNP53,SNP54,SNP55,SNP56,SNP57,SNP58,SNP59,SNP60,SNP61,SNP62,SNP63,SNP64,SNP65,SNP66,SNP67,SNP68,SNP69,SNP70,SNP71,SNP72,SNP73,SNP74,SNP75,SNP76,SNP77,SNP78,SNP79,SNP80,SNP81,SNP82,SNP83,SNP84,SNP85,SNP86,SNP87,SNP88,SNP89,SNP90,SNP91,SNP92,SNP93,SNP94,SNP95,SNP96,SNP97,SNP98,SNP99,SNP100,Phenotype
2,1.0,1,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,1.0,2,2.0,1.0,2.0,1.0,2,1.0,0.0,2.0,2,2.0,2,1.0,2,2,2.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2,2,2.0,2.0,2.0,1,2.0,1,2.0,2,1,2.0,0.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,1.0,2.0,2,-0.270868237697481
1,2.0,2,2,1,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,1.0,2.0,2,0.0,2.0,1,0.0,1,2.0,2.0,1.0,1.0,2,2.0,2.0,1.0,2,2.0,2,1.0,1,2,2.0,1.0,1,1,2.0,1.0,2.0,2,2.0,2.0,1,2.0,2.0,1.0,2.0,2,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2,2,2.0,2.0,1.0,1,2.0,2,1.0,2,1,1.0,2.0,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0,2.0,2.0,2,0.514837373499614
2,2.0,1,2,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2,2.0,1.0,1,,2.0,2.0,2.0,1.0,2,2.0,1.0,1,1.0,1,2.0,,2.0,1.0,1,1.0,1.0,2.0,1,1.0,2,2.0,1,2,2.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,,0.0,0.0,2.0,2,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2,2,2.0,2.0,0.0,2,2.0,2,2.0,2,2,,1.0,2.0,2.0,2.0,2,1.0,0.0,1.0,1.0,1.0,1.0,1,1.13695868948564
2,2.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,2.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2,2.0,1.0,0,1.0,2.0,1.0,2.0,1.0,2,1.0,0.0,0,0.0,1,2.0,0.0,2.0,1.0,1,2.0,1.0,1.0,1,2.0,2,2.0,1,2,2.0,1.0,1,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,0.0,1.0,2.0,2,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2,2,1.0,2.0,0.0,2,1.0,2,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,0.0,1.0,1,0.421577635317157
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,2.0,2.0,1.0,0,2.0,2.0,1.0,2,2.0,2,2.0,0,2,0.0,0.0,2,1,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,0.0,2,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1,2,2.0,2.0,2.0,2,1.0,2,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,0,0.45179576347649
2,1.0,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,0.0,1.0,2.0,2.0,2.0,2,0.0,2.0,1,0.0,2,2.0,0.0,,2.0,2,1.0,1.0,0.0,2,2.0,2,0.0,1,2,2.0,0.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,2.0,2.0,1,2.0,1,1.0,2,2,2.0,2.0,2.0,1.0,2.0,2,2.0,1.0,1.0,0.0,2.0,0.0,2,-0.753781570273145
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2,0.0,2.0,1.0,2.0,1.0,2,2.0,2.0,1,0.0,1,2.0,2.0,2.0,1.0,2,2.0,0.0,1.0,2,0.0,2,2.0,2,2,2.0,2.0,2,2,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,2.0,2,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2,2,1.0,2.0,1.0,2,2.0,1,2.0,2,1,2.0,1.0,2.0,2.0,1.0,2,2.0,1.0,2.0,0.0,1.0,0.0,2,-0.553384719555673
2,2.0,2,2,2,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,2,0.0,2.0,1,1.0,2,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,2.0,1,1,2.0,1.0,2.0,2,2.0,2.0,1,2.0,1.0,1.0,2.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2,2.0,2.0,2.0,0,2.0,1,0.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0,2.0,2.0,1,0.392093531512783
2,1.0,2,2,2,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1,2,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,,1.0,2.0,2.0,2.0,2,2.0,2.0,2,1.0,1,2.0,1.0,2.0,1.0,2,1.0,0.0,0.0,2,2.0,2,2.0,0,1,2.0,2.0,2,2,2.0,2.0,2.0,2,,2.0,1,2.0,1.0,0.0,1.0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2,1,1.0,1.0,2.0,2,2.0,2,1.0,2,1,2.0,1.0,2.0,2.0,1.0,2,0.0,1.0,0.0,2.0,2.0,2.0,2,1.43837811969554
2,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,,2.0,2.0,2.0,1.0,2,2.0,1.0,2,2.0,,1,1.0,2.0,1.0,2.0,2.0,2,1.0,2.0,1,1.0,2,2.0,1.0,2.0,0.0,2,1.0,,1.0,2,2.0,2,2.0,1,2,1.0,0.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2,2,2.0,1.0,2.0,2,1.0,2,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1.0,2.0,1.0,1.0,2,0.125936569200438
2,1.0,2,1,1,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,1,2,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,1.0,2.0,2.0,2,1.0,2.0,2,2.0,2,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,2,2.0,1,2.0,1,2,2.0,1.0,1,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,2,1.0,2.0,1.0,2,1.0,2,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,1.0,1.0,2,1.11788395701625
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,2,0.0,2.0,2.0,2.0,2.0,2,1.0,1.0,1,1.0,2,2.0,1.0,1.0,2.0,2,2.0,0.0,0.0,2,,2,1.0,2,2,2.0,2.0,2,0,2.0,1.0,2.0,2,2.0,2.0,1,1.0,1.0,2.0,1.0,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2,1,1.0,2.0,0.0,2,2.0,2,1.0,2,2,2.0,2.0,2.0,1.0,2.0,2,0.0,2.0,1.0,2.0,2.0,0.0,2,-1.72256443980075
2,1.0,2,2,2,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2,2,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,1.0,2,2.0,0.0,2.0,0.0,1,0.0,,2.0,2,2.0,2,1.0,1,2,2.0,1.0,2,1,0.0,2.0,2.0,2,2.0,2.0,2,0.0,1.0,2.0,1.0,2,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2,2,2.0,2.0,0.0,2,2.0,2,2.0,2,2,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,2.0,1.0,2.0,2.0,1,-1.15965974984578
2,2.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1,2.0,2.0,1.0,2.0,2.0,2,2.0,1.0,1,1.0,1,2.0,0.0,1.0,1.0,1,0.0,1.0,2.0,1,1.0,2,2.0,1,2,1.0,1.0,1,0,2.0,2.0,2.0,2,2.0,2.0,1,,0.0,1.0,2.0,2,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1,2,1.0,2.0,0.0,2,1.0,2,2.0,2,2,,0.0,2.0,2.0,1.0,2,1.0,0.0,2.0,1.0,2.0,0.0,1,0.470015103945789
2,2.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1,2,,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,2,1.0,2.0,1.0,2.0,1.0,2,1.0,2.0,0,2.0,2,2.0,2.0,2.0,2.0,1,1.0,2.0,1.0,2,2.0,2,1.0,1,2,0.0,0.0,2,0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,2.0,0.0,2,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2,2,2.0,2.0,1.0,2,1.0,2,2.0,1,2,1.0,,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1.0,2.0,2,-1.26278441629478
2,1.0,2,2,2,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,1.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,1.0,2,2.0,2.0,0.0,2.0,2,1.0,2.0,0.0,2,2.0,2,2.0,2,2,2.0,1.0,1,1,2.0,2.0,2.0,2,2.0,2.0,1,2.0,0.0,1.0,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2.0,2.0,2.0,2,1.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,0.0,1.0,1.0,0,0.397997798848713
2,1.0,1,2,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1,1,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,0,0.0,1,2.0,2.0,1.0,,1,2.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,1,1,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,1.0,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2,2,2.0,2.0,0.0,1,2.0,1,2.0,2,1,2.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,1.0,1.0,2,-0.669356687294728
2,1.0,2,1,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,1.0,2.0,1.0,2.0,2.0,2,1.0,2.0,2,2.0,2,2.0,2.0,2.0,1.0,1,2.0,1.0,2.0,2,2.0,2,2.0,1,2,2.0,1.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1,2,1.0,1.0,1.0,1,1.0,2,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,1.0,2,1.19181617168139
2,2.0,1,2,2,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1,2,1.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,,1.0,1,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,1.0,1.0,1.0,2,0.0,0.0,0.0,2,2.0,2,1.0,1,1,0.0,1.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2,1,2.0,2.0,2.0,2,1.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1,0.114934887586916
2,2.0,2,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,0,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,0,1.0,1,2.0,0.0,2.0,1.0,2,2.0,2.0,1.0,2,2.0,2,2.0,2,1,1.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0,2,2.0,2.0,1.0,2,1.0,0,2.0,2,2,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,0.0,2.0,2,0.267753729744613
2,2.0,2,2,2,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,1.0,2,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,2,2.0,2,2.0,2,2,1.0,0.0,1,1,1.0,2.0,2.0,2,2.0,2.0,1,2.0,0.0,2.0,1.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1,1.0,2,1.0,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,1.0,1.0,1,-0.227544976641149
2,1.0,0,2,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1,1,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,0.0,2.0,1.0,2.0,2.0,2,1.0,2.0,1,1.0,2,1.0,1.0,2.0,0.0,1,1.0,,1.0,2,1.0,2,0.0,1,0,2.0,1.0,2,2,1.0,2.0,2.0,2,2.0,2.0,1,1.0,0.0,1.0,1.0,2,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2,2,1.0,2.0,1.0,2,1.0,1,2.0,2,2,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,2.0,2.0,1,-0.299306910465667
2,2.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,1,2.0,2.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2.0,1.0,2.0,2.0,2,1.0,,1,0.0,2,2.0,1.0,,2.0,1,2.0,,1.0,2,2.0,2,2.0,2,1,1.0,1.0,2,1,,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,2.0,2.0,1.0,1,1.0,2,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,1.0,1.0,2.0,2.0,2.0,2.0,2,0.305023067197261
2,2.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,1,2.0,2,2.0,1.0,1.0,1.0,2,1.0,1.0,1.0,2,,2,0.0,2,1,2.0,2.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,2.0,2.0,2,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2,2,2.0,1.0,1.0,1,2.0,2,2.0,2,1,2.0,1.0,2.0,2.0,1.0,2,2.0,1.0,2.0,1.0,2.0,0.0,1,-1.28653308295084
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,1,2.0,2.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,1.0,2,1.0,2.0,2.0,2.0,1.0,2,1.0,,1,1.0,2,2.0,1.0,,2.0,1,2.0,1.0,1.0,2,2.0,2,,1,2,1.0,1.0,2,2,,2.0,2.0,2,2.0,2.0,2,2.0,0.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0,2,2.0,2.0,2.0,2,2.0,2,2.0,2,1,2.0,2.0,2.0,2.0,1.0,2,2.0,1.0,1.0,2.0,2.0,1.0,2,0.80642124701824
2,1.0,2,2,2,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,1,0,2.0,2.0,1.0,2.0,1.0,2,2.0,1.0,2,2.0,1.0,1,1.0,2.0,1.0,1.0,2.0,2,1.0,2.0,1,2.0,2,2.0,0.0,2.0,1.0,2,0.0,1.0,1.0,2,2.0,2,2.0,1,2,2.0,0.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2,2,2.0,1.0,2.0,2,1.0,2,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1.0,2.0,1.0,1.0,1,-1.71324940162807
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,1,0.0,2,2.0,0.0,1.0,0.0,1,2.0,1.0,1.0,2,1.0,2,2.0,1,2,2.0,0.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,,0.0,1.0,2.0,2,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1,2,2.0,2.0,0.0,2,1.0,2,2.0,2,2,2.0,0.0,2.0,2.0,0.0,2,1.0,0.0,1.0,1.0,1.0,1.0,1,-0.463924938118308
2,2.0,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,,1.0,1.0,2.0,2.0,2,1.0,2.0,1,0.0,2,2.0,1.0,,2.0,2,2.0,2.0,1.0,2,2.0,2,,2,2,0.0,1.0,1,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,,1.0,2,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1,2,2.0,1.0,1.0,1,0.0,2,2.0,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,0.0,2.0,2.0,1.0,0.0,1,0.936746659531435
2,1.0,2,2,2,2.0,2.0,2.0,0.0,2.0,2.0,1.0,,2,2,2.0,1.0,1.0,2.0,1.0,1,2.0,2.0,2,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,0,0.0,2,2.0,0.0,1.0,2.0,2,1.0,0.0,2.0,2,1.0,2,2.0,2,1,2.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,2.0,,1.0,0.0,2.0,1.0,2,2,2.0,1.0,0.0,2,2.0,2,2.0,2,2,2.0,1.0,2.0,2.0,0.0,2,0.0,2.0,2.0,1.0,2.0,1.0,2,-0.038236761753658
2,2.0,1,2,2,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2,1,1.0,2.0,2.0,2.0,0.0,2,2.0,2.0,1,2.0,2.0,2,0.0,2.0,2.0,2.0,2.0,2,2.0,2.0,0,1.0,0,2.0,1.0,2.0,2.0,2,1.0,1.0,2.0,0,1.0,2,2.0,2,2,1.0,2.0,2,2,1.0,2.0,2.0,2,2.0,2.0,2,,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1,2.0,1.0,1.0,0,2.0,2,2.0,2,2,,1.0,2.0,2.0,2.0,2,1.0,1.0,2.0,0.0,2.0,1.0,1,-0.586145447155828
2,2.0,2,2,2,2.0,2.0,1.0,2.0,0.0,,2.0,2.0,1,1,1.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,,1,0.0,2.0,2.0,2.0,2.0,2,2.0,1.0,0,1.0,1,2.0,1.0,2.0,1.0,2,1.0,1.0,1.0,1,2.0,2,2.0,2,2,1.0,1.0,1,2,1.0,2.0,2.0,2,2.0,2.0,1,2.0,0.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1.0,1.0,1.0,2,2.0,2,2.0,2,2,,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,0.0,2.0,1.0,2,0.540446874485053
2,1.0,1,2,2,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1,2,2.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,0,1.0,2,2.0,0.0,1.0,1.0,2,2.0,0.0,2.0,2,2.0,1,2.0,2,2,1.0,2.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1,2,2.0,2.0,0.0,2,2.0,2,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,2.0,2.0,2.0,1,1.27524589286611
2,1.0,2,2,2,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,2,2.0,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,0,,2.0,2.0,2.0,1.0,2,2.0,2.0,2,1.0,2,2.0,0.0,2.0,0.0,1,0.0,,2.0,2,2.0,2,2.0,0,2,2.0,1.0,2,1,1.0,2.0,2.0,2,2.0,2.0,2,,1.0,2.0,1.0,2,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1,2,2.0,2.0,1.0,2,2.0,1,1.0,2,2,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,2.0,1,-1.04601186250823
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,,2.0,2.0,2,0.0,1.0,1.0,2,2.0,1,2.0,2,2,1.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,,1.0,1.0,0.0,2,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,1,1,2.0,2.0,2.0,2,1.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2,-2.03955833453414
2,1.0,2,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2.0,2.0,0.0,2.0,2,2.0,2.0,2,2.0,2,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,0.0,1,2,1.0,2.0,2.0,2,2.0,2.0,1,2.0,0.0,1.0,,2,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1,2,2.0,1.0,0.0,2,2.0,1,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,0.0,2.0,2.0,1.0,2,-1.06826043534779
2,2.0,2,2,2,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1,1,0.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,0,1.0,2.0,2.0,1.0,2.0,2,1.0,2.0,2,1.0,1,2.0,1.0,1.0,2.0,2,1.0,1.0,2.0,2,2.0,2,1.0,1,1,2.0,2.0,2,1,1.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2,1.0,2,1,2.0,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,0.0,2,-0.642271111722094
1,2.0,2,2,2,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,,1,1.0,1.0,2.0,1.0,2.0,2,1.0,,1,1.0,1,2.0,2.0,1.0,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,2.0,1,1,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,1.0,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1,2,2.0,2.0,1.0,2,2.0,1,2.0,2,2,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,2.0,2.0,2.0,1,0.746185186216186
2,2.0,1,2,2,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1,1,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,2,2.0,2,2.0,2,1,1.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,0,2.0,0.0,1.0,0.0,2,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1.0,2.0,2.0,1.0,2,-0.883610853472431
2,1.0,2,2,2,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,,0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2,2.0,0.0,2.0,1.0,2,1.0,,2.0,2,2.0,2,1.0,0,2,2.0,1.0,2,1,0.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,1.0,2,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2,2,2.0,2.0,1.0,2,2.0,2,2.0,2,2,1.0,2.0,2.0,2.0,2.0,2,0.0,1.0,2.0,1.0,2.0,2.0,1,-1.06546254434438
